"elements_number","y_component_number","vector_length","temporary_size","vector_recompute","load_overlap","threads_number","lws_y","time_per_pixel"
4,4,8,4,"true","false",128,64,7.71071438681526e-09
1,1,2,2,"true","true",512,32,7.86296255813464e-10
15,5,8,4,"true","false",256,4,2.94580854259498e-10
20,5,4,4,"true","true",128,4,1.52627014554584e-10
8,4,8,4,"true","true",32,2,6.7196123848013e-10
2,1,4,4,"true","true",64,64,9.04512604759732e-09
3,1,4,2,"true","false",64,1,3.84071135119398e-10
8,2,4,2,"true","false",1024,512,1.82624478744025e-09
12,3,2,4,"true","false",1024,64,2.81500062657395e-10
10,5,4,4,"true","true",1024,2,2.78241282657653e-10
2,1,2,4,"true","true",512,2,2.71372389400084e-10
20,5,2,2,"true","true",256,4,1.52250889004148e-10
4,2,1,4,"true","false",32,16,1.85858658497043e-09
10,5,1,2,"true","true",32,2,2.40026367078058e-10
3,1,8,2,"true","true",64,8,1.29339339774173e-09
3,1,4,4,"true","true",1024,8,3.65861063033899e-10
8,2,8,2,"true","false",512,2,3.23402931342458e-10
12,4,1,4,"true","true",256,4,1.86746168932574e-10
6,2,8,2,"true","true",128,128,6.11249849322241e-09
8,2,16,2,"true","false",1024,1,6.95607357229246e-10
18,6,2,4,"true","false",32,8,8.1247216607973e-10
12,4,8,2,"true","false",64,2,3.10886141650576e-10
